school_name,grade,average_math_level,average_ela_level,district,lat,long,city,zip,grade_low,grade_high,econ_need_index,perc_ell,perc_asian,perc_black,perc_hispanic,perc_white,perc_attendance,perc_chron_absent,perc_rigorous_instruction,perc_collaborative_teachers,perc_supportive_environment,perc_effective_leadership,perc_community_ties,perc_trust,grades,n_grades,in_manhattan
P.S. 309 The George E. Wibecan Preparatory Academy,3,1.945945945945946,2.054054054054054,16,40.6881,-73.924422,BROOKLYN,11221,PK,05,0.884,8,5,62,31,1,92,28,88,80,89,73,82,82,"PK,0K,01,02,03,04,05",7,No
P.S. 309 The George E. Wibecan Preparatory Academy,4,1.8275862068965518,1.9666666666666666,16,40.6881,-73.924422,BROOKLYN,11221,PK,05,0.884,8,5,62,31,1,92,28,88,80,89,73,82,82,"PK,0K,01,02,03,04,05",7,No
P.S. 309 The George E. Wibecan Preparatory Academy,5,1.631578947368421,1.9047619047619047,16,40.6881,-73.924422,BROOKLYN,11221,PK,05,0.884,8,5,62,31,1,92,28,88,80,89,73,82,82,"PK,0K,01,02,03,04,05",7,No
P.S. 335 Granville T. Woods,3,2.2790697674418605,2.1363636363636362,16,40.674491,-73.928673,BROOKLYN,11213,PK,05,0.878,4,0,80,18,2,90,35,87,93,91,85,85,95,"PK,0K,01,02,03,04,05",7,No
P.S. 335 Granville T. Woods,4,2.18,2.26,16,40.674491,-73.928673,BROOKLYN,11213,PK,05,0.878,4,0,80,18,2,90,35,87,93,91,85,85,95,"PK,0K,01,02,03,04,05",7,No
P.S. 335 Granville T. Woods,5,1.8235294117647058,1.8431372549019607,16,40.674491,-73.928673,BROOKLYN,11213,PK,05,0.878,4,0,80,18,2,90,35,87,93,91,85,85,95,"PK,0K,01,02,03,04,05",7,No
Brighter Choice Community School,3,1.5384615384615385,1.9285714285714286,16,40.693654,-73.941278,BROOKLYN,11206,PK,05,0.841,4,0,71,29,1,91,37,88,95,97,91,97,100,"PK,0K,01,02,03,04,05",7,No
Brighter Choice Community School,4,1.875,2.4375,16,40.693654,-73.941278,BROOKLYN,11206,PK,05,0.841,4,0,71,29,1,91,37,88,95,97,91,97,100,"PK,0K,01,02,03,04,05",7,No
Brighter Choice Community School,5,2.1739130434782608,2.25,16,40.693654,-73.941278,BROOKLYN,11206,PK,05,0.841,4,0,71,29,1,91,37,88,95,97,91,97,100,"PK,0K,01,02,03,04,05",7,No
Brooklyn Brownstone School,3,2.7777777777777777,2.5555555555555554,16,40.681528,-73.935891,BROOKLYN,11233,0K,05,0.62,0,0,82,9,8,94,24,93,99,97,99,94,98,"0K,01,02,03,04,05",6,No
Brooklyn Brownstone School,4,2.230769230769231,2.769230769230769,16,40.681528,-73.935891,BROOKLYN,11233,0K,05,0.62,0,0,82,9,8,94,24,93,99,97,99,94,98,"0K,01,02,03,04,05",6,No
Brooklyn Brownstone School,5,2.357142857142857,2.7142857142857144,16,40.681528,-73.935891,BROOKLYN,11233,0K,05,0.62,0,0,82,9,8,94,24,93,99,97,99,94,98,"0K,01,02,03,04,05",6,No
Madiba Prep Middle School,6,1.9090909090909092,2.0681818181818183,16,40.6921,-73.9317,BROOKLYN,11221,06,08,0.759,7,1,76,21,2,91,27,87,87,84,76,80,88,"06,07,08",3,No
Madiba Prep Middle School,7,1.880952380952381,1.7857142857142858,16,40.6921,-73.9317,BROOKLYN,11221,06,08,0.759,7,1,76,21,2,91,27,87,87,84,76,80,88,"06,07,08",3,No
Madiba Prep Middle School,8,1.309090909090909,1.9142857142857144,16,40.6921,-73.9317,BROOKLYN,11221,06,08,0.759,7,1,76,21,2,91,27,87,87,84,76,80,88,"06,07,08",3,No
Parkside Preparatory Academy,6,1.8333333333333333,2.036764705882353,17,40.656423,-73.951575,BROOKLYN,11226,06,08,0.717,7,3,81,13,2,94,16,87,89,85,86,77,88,"06,07,08",3,No
Parkside Preparatory Academy,7,1.903225806451613,1.8562091503267975,17,40.656423,-73.951575,BROOKLYN,11226,06,08,0.717,7,3,81,13,2,94,16,87,89,85,86,77,88,"06,07,08",3,No
Parkside Preparatory Academy,8,1.9493670886075949,2.1948051948051948,17,40.656423,-73.951575,BROOKLYN,11226,06,08,0.717,7,3,81,13,2,94,16,87,89,85,86,77,88,"06,07,08",3,No
Dr. Jacqueline Peek-Davis School,3,1.5714285714285714,1.8285714285714285,23,40.673124,-73.920095,BROOKLYN,11233,PK,05,0.858,6,1,78,19,2,90,42,93,85,93,84,87,91,"PK,0K,01,02,03,04,05",7,No
Dr. Jacqueline Peek-Davis School,4,2.130434782608696,2.0434782608695654,23,40.673124,-73.920095,BROOKLYN,11233,PK,05,0.858,6,1,78,19,2,90,42,93,85,93,84,87,91,"PK,0K,01,02,03,04,05",7,No
Dr. Jacqueline Peek-Davis School,5,1.3225806451612903,2.0,23,40.673124,-73.920095,BROOKLYN,11233,PK,05,0.858,6,1,78,19,2,90,42,93,85,93,84,87,91,"PK,0K,01,02,03,04,05",7,No
M.S. 061 Dr. Gladstone H. Atwell,6,2.2879377431906613,2.16796875,17,40.663605,-73.949198,BROOKLYN,11225,06,08,0.713,6,1,84,10,1,93,21,85,78,82,70,86,81,"06,07,08",3,No
M.S. 061 Dr. Gladstone H. Atwell,7,1.9003831417624522,2.0392156862745097,17,40.663605,-73.949198,BROOKLYN,11225,06,08,0.713,6,1,84,10,1,93,21,85,78,82,70,86,81,"06,07,08",3,No
M.S. 061 Dr. Gladstone H. Atwell,8,2.0542986425339365,2.1954545454545453,17,40.663605,-73.949198,BROOKLYN,11225,06,08,0.713,6,1,84,10,1,93,21,85,78,82,70,86,81,"06,07,08",3,No
P.S. 091 The Albany Avenue School,3,1.8333333333333333,1.9024390243902438,17,40.661806,-73.940707,BROOKLYN,11203,PK,SE,0.768,6,1,90,6,1,92,28,95,89,93,80,83,85,"PK,0K,01,02,03,04,05,SE",8,No
P.S. 091 The Albany Avenue School,4,1.9393939393939394,2.0615384615384613,17,40.661806,-73.940707,BROOKLYN,11203,PK,SE,0.768,6,1,90,6,1,92,28,95,89,93,80,83,85,"PK,0K,01,02,03,04,05,SE",8,No
P.S. 091 The Albany Avenue School,5,1.8833333333333333,2.016949152542373,17,40.661806,-73.940707,BROOKLYN,11203,PK,SE,0.768,6,1,90,6,1,92,28,95,89,93,80,83,85,"PK,0K,01,02,03,04,05,SE",8,No
P.S. 092 Adrian Hegeman,3,1.8493150684931507,1.8611111111111112,17,40.656276,-73.95381,BROOKLYN,11226,PK,05,0.807,15,6,76,18,1,92,30,77,89,84,77,86,92,"PK,0K,01,02,03,04,05",7,No
P.S. 092 Adrian Hegeman,4,1.8135593220338984,1.9322033898305084,17,40.656276,-73.95381,BROOKLYN,11226,PK,05,0.807,15,6,76,18,1,92,30,77,89,84,77,86,92,"PK,0K,01,02,03,04,05",7,No
P.S. 092 Adrian Hegeman,5,1.554054054054054,1.52,17,40.656276,-73.95381,BROOKLYN,11226,PK,05,0.807,15,6,76,18,1,92,30,77,89,84,77,86,92,"PK,0K,01,02,03,04,05",7,No
P.S. 138 Brooklyn,3,2.476923076923077,2.4,17,40.673943,-73.951559,BROOKLYN,11216,PK,08,0.776,6,1,85,9,4,91,31,99,100,92,99,92,96,"PK,0K,01,02,03,04,05,06,07,08",10,No
P.S. 138 Brooklyn,4,2.3773584905660377,2.3137254901960786,17,40.673943,-73.951559,BROOKLYN,11216,PK,08,0.776,6,1,85,9,4,91,31,99,100,92,99,92,96,"PK,0K,01,02,03,04,05,06,07,08",10,No
P.S. 138 Brooklyn,5,1.9272727272727272,2.1132075471698113,17,40.673943,-73.951559,BROOKLYN,11216,PK,08,0.776,6,1,85,9,4,91,31,99,100,92,99,92,96,"PK,0K,01,02,03,04,05,06,07,08",10,No
P.S. 138 Brooklyn,6,2.4204545454545454,2.0352941176470587,17,40.673943,-73.951559,BROOKLYN,11216,PK,08,0.776,6,1,85,9,4,91,31,99,100,92,99,92,96,"PK,0K,01,02,03,04,05,06,07,08",10,No
P.S. 138 Brooklyn,7,1.7882352941176471,1.8823529411764706,17,40.673943,-73.951559,BROOKLYN,11216,PK,08,0.776,6,1,85,9,4,91,31,99,100,92,99,92,96,"PK,0K,01,02,03,04,05,06,07,08",10,No
P.S. 138 Brooklyn,8,2.216867469879518,2.185185185185185,17,40.673943,-73.951559,BROOKLYN,11216,PK,08,0.776,6,1,85,9,4,91,31,99,100,92,99,92,96,"PK,0K,01,02,03,04,05,06,07,08",10,No
P.S. 161 The Crown,3,1.984375,1.96875,17,40.665757,-73.949243,BROOKLYN,11225,0K,05,0.736,4,8,78,11,2,94,20,99,94,96,89,87,95,"0K,01,02,03,04,05",6,No
P.S. 161 The Crown,4,2.103896103896104,2.223684210526316,17,40.665757,-73.949243,BROOKLYN,11225,0K,05,0.736,4,8,78,11,2,94,20,99,94,96,89,87,95,"0K,01,02,03,04,05",6,No
P.S. 161 The Crown,5,1.84375,2.126984126984127,17,40.665757,-73.949243,BROOKLYN,11225,0K,05,0.736,4,8,78,11,2,94,20,99,94,96,89,87,95,"0K,01,02,03,04,05",6,No
P.S. 181 Brooklyn,3,1.5483870967741935,1.6593406593406594,17,40.648217,-73.945883,BROOKLYN,11203,PK,08,0.721,9,0,86,10,2,92,26,80,81,81,79,81,87,"PK,0K,01,02,03,04,05,06,07,08",10,No
P.S. 181 Brooklyn,4,1.4814814814814814,1.8333333333333333,17,40.648217,-73.945883,BROOKLYN,11203,PK,08,0.721,9,0,86,10,2,92,26,80,81,81,79,81,87,"PK,0K,01,02,03,04,05,06,07,08",10,No
P.S. 181 Brooklyn,5,1.5217391304347827,1.673913043478261,17,40.648217,-73.945883,BROOKLYN,11203,PK,08,0.721,9,0,86,10,2,92,26,80,81,81,79,81,87,"PK,0K,01,02,03,04,05,06,07,08",10,No
P.S. 181 Brooklyn,6,1.7380952380952381,2.0120481927710845,17,40.648217,-73.945883,BROOKLYN,11203,PK,08,0.721,9,0,86,10,2,92,26,80,81,81,79,81,87,"PK,0K,01,02,03,04,05,06,07,08",10,No
P.S. 181 Brooklyn,7,1.5128205128205128,1.8181818181818181,17,40.648217,-73.945883,BROOKLYN,11203,PK,08,0.721,9,0,86,10,2,92,26,80,81,81,79,81,87,"PK,0K,01,02,03,04,05,06,07,08",10,No
P.S. 181 Brooklyn,8,2.0941176470588236,2.2705882352941176,17,40.648217,-73.945883,BROOKLYN,11203,PK,08,0.721,9,0,86,10,2,92,26,80,81,81,79,81,87,"PK,0K,01,02,03,04,05,06,07,08",10,No
P.S. 189 The Bilingual Center,3,2.9345794392523366,2.3461538461538463,17,40.665228,-73.925435,BROOKLYN,11212,0K,08,0.735,16,2,72,25,0,94,18,94,91,87,83,82,90,"0K,01,02,03,04,05,06,07,08",9,No
P.S. 189 The Bilingual Center,4,3.087912087912088,2.6914893617021276,17,40.665228,-73.925435,BROOKLYN,11212,0K,08,0.735,16,2,72,25,0,94,18,94,91,87,83,82,90,"0K,01,02,03,04,05,06,07,08",9,No
P.S. 189 The Bilingual Center,5,2.482456140350877,2.412280701754386,17,40.665228,-73.925435,BROOKLYN,11212,0K,08,0.735,16,2,72,25,0,94,18,94,91,87,83,82,90,"0K,01,02,03,04,05,06,07,08",9,No
P.S. 189 The Bilingual Center,6,2.8247422680412373,2.4947368421052634,17,40.665228,-73.925435,BROOKLYN,11212,0K,08,0.735,16,2,72,25,0,94,18,94,91,87,83,82,90,"0K,01,02,03,04,05,06,07,08",9,No
P.S. 189 The Bilingual Center,7,2.5980392156862746,2.3214285714285716,17,40.665228,-73.925435,BROOKLYN,11212,0K,08,0.735,16,2,72,25,0,94,18,94,91,87,83,82,90,"0K,01,02,03,04,05,06,07,08",9,No
P.S. 189 The Bilingual Center,8,3.0925925925925926,2.7024793388429753,17,40.665228,-73.925435,BROOKLYN,11212,0K,08,0.735,16,2,72,25,0,94,18,94,91,87,83,82,90,"0K,01,02,03,04,05,06,07,08",9,No
P.S. 191 Paul Robeson,3,3.0,2.8636363636363638,17,40.67173,-73.924127,BROOKLYN,11233,PK,05,0.916,4,1,80,17,0,89,46,94,88,91,78,77,84,"PK,0K,01,02,03,04,05",7,No
P.S. 191 Paul Robeson,4,3.3333333333333335,2.625,17,40.67173,-73.924127,BROOKLYN,11233,PK,05,0.916,4,1,80,17,0,89,46,94,88,91,78,77,84,"PK,0K,01,02,03,04,05",7,No
P.S. 191 Paul Robeson,5,1.7619047619047619,1.7619047619047619,17,40.67173,-73.924127,BROOKLYN,11233,PK,05,0.916,4,1,80,17,0,89,46,94,88,91,78,77,84,"PK,0K,01,02,03,04,05",7,No
P.S. 221 Toussaint L'Ouverture,3,1.68,1.8125,17,40.663964,-73.935753,BROOKLYN,11213,PK,05,0.707,6,0,86,10,2,91,32,98,98,96,88,90,98,"PK,0K,01,02,03,04,05",7,No
P.S. 221 Toussaint L'Ouverture,4,1.9736842105263157,2.4324324324324325,17,40.663964,-73.935753,BROOKLYN,11213,PK,05,0.707,6,0,86,10,2,91,32,98,98,96,88,90,98,"PK,0K,01,02,03,04,05",7,No
P.S. 221 Toussaint L'Ouverture,5,2.4242424242424243,2.1818181818181817,17,40.663964,-73.935753,BROOKLYN,11213,PK,05,0.707,6,0,86,10,2,91,32,98,98,96,88,90,98,"PK,0K,01,02,03,04,05",7,No
P.S. 241 Emma L. Johnston,3,2.965909090909091,2.3908045977011496,17,40.668913,-73.960924,BROOKLYN,11225,PK,05,0.788,8,0,86,10,2,93,20,89,90,91,83,84,92,"PK,0K,01,02,03,04,05",7,No
P.S. 241 Emma L. Johnston,4,2.425287356321839,2.4047619047619047,17,40.668913,-73.960924,BROOKLYN,11225,PK,05,0.788,8,0,86,10,2,93,20,89,90,91,83,84,92,"PK,0K,01,02,03,04,05",7,No
P.S. 241 Emma L. Johnston,5,2.5280898876404496,2.188888888888889,17,40.668913,-73.960924,BROOKLYN,11225,PK,05,0.788,8,0,86,10,2,93,20,89,90,91,83,84,92,"PK,0K,01,02,03,04,05",7,No
M.S. 246 Walt Whitman,6,1.7058823529411764,1.8877551020408163,17,40.648352,-73.95348,BROOKLYN,11226,06,08,0.708,21,1,75,21,2,91,32,84,78,80,73,79,84,"06,07,08",3,No
M.S. 246 Walt Whitman,7,1.4,1.6271186440677967,17,40.648352,-73.95348,BROOKLYN,11226,06,08,0.708,21,1,75,21,2,91,32,84,78,80,73,79,84,"06,07,08",3,No
M.S. 246 Walt Whitman,8,1.2769230769230768,1.8928571428571428,17,40.648352,-73.95348,BROOKLYN,11226,06,08,0.708,21,1,75,21,2,91,32,84,78,80,73,79,84,"06,07,08",3,No
P.S. 249 The Caton,3,3.176470588235294,2.488888888888889,17,40.649509,-73.966456,BROOKLYN,11226,PK,05,0.747,24,6,39,50,4,94,17,98,97,96,88,87,96,"PK,0K,01,02,03,04,05",7,No
P.S. 249 The Caton,4,3.090909090909091,2.878787878787879,17,40.649509,-73.966456,BROOKLYN,11226,PK,05,0.747,24,6,39,50,4,94,17,98,97,96,88,87,96,"PK,0K,01,02,03,04,05",7,No
P.S. 249 The Caton,5,2.769230769230769,2.4455445544554455,17,40.649509,-73.966456,BROOKLYN,11226,PK,05,0.747,24,6,39,50,4,94,17,98,97,96,88,87,96,"PK,0K,01,02,03,04,05",7,No
P.S. 289 George V. Brower,3,1.8688524590163935,1.88135593220339,17,40.674244,-73.942401,BROOKLYN,11213,PK,05,0.829,7,3,73,19,2,89,41,90,89,92,80,80,91,"PK,0K,01,02,03,04,05",7,No
P.S. 289 George V. Brower,4,1.9661016949152543,2.2241379310344827,17,40.674244,-73.942401,BROOKLYN,11213,PK,05,0.829,7,3,73,19,2,89,41,90,89,92,80,80,91,"PK,0K,01,02,03,04,05",7,No
P.S. 289 George V. Brower,5,1.9491525423728813,2.1016949152542375,17,40.674244,-73.942401,BROOKLYN,11213,PK,05,0.829,7,3,73,19,2,89,41,90,89,92,80,80,91,"PK,0K,01,02,03,04,05",7,No
P.S. 316 Elijah Stroud,3,2.5555555555555554,2.3333333333333335,17,40.674685,-73.961418,BROOKLYN,11238,PK,05,0.755,4,0,72,20,6,94,18,98,94,96,83,86,94,"PK,0K,01,02,03,04,05",7,No
P.S. 316 Elijah Stroud,4,2.4313725490196076,2.489795918367347,17,40.674685,-73.961418,BROOKLYN,11238,PK,05,0.755,4,0,72,20,6,94,18,98,94,96,83,86,94,"PK,0K,01,02,03,04,05",7,No
P.S. 316 Elijah Stroud,5,2.175,2.0,17,40.674685,-73.961418,BROOKLYN,11238,PK,05,0.755,4,0,72,20,6,94,18,98,94,96,83,86,94,"PK,0K,01,02,03,04,05",7,No
I.S. 340,6,1.9701492537313432,2.343283582089552,13,40.676357,-73.970315,BROOKLYN,11238,06,08,0.764,1,2,83,13,1,93,20,90,93,83,91,81,89,"06,07,08",3,No
I.S. 340,7,1.7246376811594204,1.9710144927536233,13,40.676357,-73.970315,BROOKLYN,11238,06,08,0.764,1,2,83,13,1,93,20,90,93,83,91,81,89,"06,07,08",3,No
I.S. 340,8,1.7222222222222223,2.3454545454545452,13,40.676357,-73.970315,BROOKLYN,11238,06,08,0.764,1,2,83,13,1,93,20,90,93,83,91,81,89,"06,07,08",3,No
Ebbets Field Middle School,6,1.8863636363636365,1.6136363636363635,17,40.665199,-73.959484,BROOKLYN,11225,06,08,0.786,19,3,64,30,4,91,29,91,85,84,73,76,89,"06,07,08",3,No
Ebbets Field Middle School,7,1.4782608695652173,1.7209302325581395,17,40.665199,-73.959484,BROOKLYN,11225,06,08,0.786,19,3,64,30,4,91,29,91,85,84,73,76,89,"06,07,08",3,No
Ebbets Field Middle School,8,1.7529411764705882,1.619047619047619,17,40.665199,-73.959484,BROOKLYN,11225,06,08,0.786,19,3,64,30,4,91,29,91,85,84,73,76,89,"06,07,08",3,No
Elijah Stroud Middle School,6,2.108108108108108,1.7297297297297298,17,40.674685,-73.961418,BROOKLYN,11238,06,08,0.746,4,2,83,14,2,93,22,91,90,86,89,78,94,"06,07,08",3,No
Elijah Stroud Middle School,7,1.6349206349206349,1.967741935483871,17,40.674685,-73.961418,BROOKLYN,11238,06,08,0.746,4,2,83,14,2,93,22,91,90,86,89,78,94,"06,07,08",3,No
Elijah Stroud Middle School,8,1.4777777777777779,1.673913043478261,17,40.674685,-73.961418,BROOKLYN,11238,06,08,0.746,4,2,83,14,2,93,22,91,90,86,89,78,94,"06,07,08",3,No
The School of Integrated Learning,6,2.1666666666666665,2.1914893617021276,17,40.67229,-73.937601,BROOKLYN,11213,06,08,0.792,11,3,78,13,3,92,27,99,97,96,95,88,98,"06,07,08",3,No
The School of Integrated Learning,7,1.9393939393939394,2.3225806451612905,17,40.67229,-73.937601,BROOKLYN,11213,06,08,0.792,11,3,78,13,3,92,27,99,97,96,95,88,98,"06,07,08",3,No
The School of Integrated Learning,8,2.1710526315789473,2.380281690140845,17,40.67229,-73.937601,BROOKLYN,11213,06,08,0.792,11,3,78,13,3,92,27,99,97,96,95,88,98,"06,07,08",3,No
P.S. 375 Jackie Robinson School,3,2.4133333333333336,2.0416666666666665,17,40.665199,-73.959484,BROOKLYN,11225,PK,05,0.802,26,3,62,30,4,90,35,88,92,90,89,85,92,"PK,0K,01,02,03,04,05",7,No
P.S. 375 Jackie Robinson School,4,1.6349206349206349,1.7704918032786885,17,40.665199,-73.959484,BROOKLYN,11225,PK,05,0.802,26,3,62,30,4,90,35,88,92,90,89,85,92,"PK,0K,01,02,03,04,05",7,No
P.S. 375 Jackie Robinson School,5,1.8135593220338984,1.7407407407407407,17,40.665199,-73.959484,BROOKLYN,11225,PK,05,0.802,26,3,62,30,4,90,35,88,92,90,89,85,92,"PK,0K,01,02,03,04,05",7,No
Academy for College Preparation and Career Explora,6,1.875,1.9375,17,40.649602,-73.957173,BROOKLYN,11226,06,12,0.684,9,1,81,15,1,95,17,79,76,75,68,70,77,"06,07,08,09,10,11,12",7,No
Academy for College Preparation and Career Explora,7,1.7272727272727273,2.1136363636363638,17,40.649602,-73.957173,BROOKLYN,11226,06,12,0.684,9,1,81,15,1,95,17,79,76,75,68,70,77,"06,07,08,09,10,11,12",7,No
Academy for College Preparation and Career Explora,8,1.7346938775510203,2.0,17,40.649602,-73.957173,BROOKLYN,11226,06,12,0.684,9,1,81,15,1,95,17,79,76,75,68,70,77,"06,07,08,09,10,11,12",7,No
M.S. K394,3,2.1206896551724137,2.0172413793103448,17,40.67271,-73.928917,BROOKLYN,11213,PK,08,0.797,4,6,77,15,1,92,24,89,86,83,80,82,85,"PK,0K,01,02,03,04,05,06,07,08",10,No
M.S. K394,4,2.0208333333333335,2.0625,17,40.67271,-73.928917,BROOKLYN,11213,PK,08,0.797,4,6,77,15,1,92,24,89,86,83,80,82,85,"PK,0K,01,02,03,04,05,06,07,08",10,No
M.S. K394,5,1.775,1.9743589743589745,17,40.67271,-73.928917,BROOKLYN,11213,PK,08,0.797,4,6,77,15,1,92,24,89,86,83,80,82,85,"PK,0K,01,02,03,04,05,06,07,08",10,No
M.S. K394,6,1.6122448979591837,2.0208333333333335,17,40.67271,-73.928917,BROOKLYN,11213,PK,08,0.797,4,6,77,15,1,92,24,89,86,83,80,82,85,"PK,0K,01,02,03,04,05,06,07,08",10,No
M.S. K394,7,1.2982456140350878,1.8421052631578947,17,40.67271,-73.928917,BROOKLYN,11213,PK,08,0.797,4,6,77,15,1,92,24,89,86,83,80,82,85,"PK,0K,01,02,03,04,05,06,07,08",10,No
M.S. K394,8,1.1111111111111112,1.8333333333333333,17,40.67271,-73.928917,BROOKLYN,11213,PK,08,0.797,4,6,77,15,1,92,24,89,86,83,80,82,85,"PK,0K,01,02,03,04,05,06,07,08",10,No
P.S. 397 Foster-Laurie,3,1.7560975609756098,1.829268292682927,17,40.658663,-73.946358,BROOKLYN,11203,0K,05,0.815,12,2,83,8,4,93,27,94,85,89,72,83,86,"0K,01,02,03,04,05",6,No
P.S. 397 Foster-Laurie,4,1.9268292682926829,2.048780487804878,17,40.658663,-73.946358,BROOKLYN,11203,0K,05,0.815,12,2,83,8,4,93,27,94,85,89,72,83,86,"0K,01,02,03,04,05",6,No
P.S. 397 Foster-Laurie,5,2.0,2.020408163265306,17,40.658663,-73.946358,BROOKLYN,11203,0K,05,0.815,12,2,83,8,4,93,27,94,85,89,72,83,86,"0K,01,02,03,04,05",6,No
P.S. 398 Walter Weaver,3,1.5869565217391304,1.6,17,40.663388,-73.927979,BROOKLYN,11212,PK,05,0.868,7,1,73,12,1,88,46,89,89,86,79,82,92,"PK,0K,01,02,03,04,05",7,No
P.S. 398 Walter Weaver,4,1.7380952380952381,2.119047619047619,17,40.663388,-73.927979,BROOKLYN,11212,PK,05,0.868,7,1,73,12,1,88,46,89,89,86,79,82,92,"PK,0K,01,02,03,04,05",7,No
P.S. 398 Walter Weaver,5,1.75,1.8409090909090908,17,40.663388,-73.927979,BROOKLYN,11212,PK,05,0.868,7,1,73,12,1,88,46,89,89,86,79,82,92,"PK,0K,01,02,03,04,05",7,No
P.S. 399 Stanley Eugene Clark,3,2.2,1.9324324324324325,17,40.648277,-73.951664,BROOKLYN,11226,0K,05,0.725,9,3,72,14,1,93,25,82,69,97,53,87,77,"0K,01,02,03,04,05",6,No
P.S. 399 Stanley Eugene Clark,4,1.7058823529411764,2.1058823529411765,17,40.648277,-73.951664,BROOKLYN,11226,0K,05,0.725,9,3,72,14,1,93,25,82,69,97,53,87,77,"0K,01,02,03,04,05",6,No
P.S. 399 Stanley Eugene Clark,5,1.8533333333333333,2.2933333333333334,17,40.648277,-73.951664,BROOKLYN,11226,0K,05,0.725,9,3,72,14,1,93,25,82,69,97,53,87,77,"0K,01,02,03,04,05",6,No
Ronald Edmonds Learning Center II,6,1.7179487179487178,1.725,23,40.673124,-73.920095,BROOKLYN,11233,06,08,0.844,4,1,84,13,1,90,36,97,100,100,98,95,100,"06,07,08",3,No
Ronald Edmonds Learning Center II,7,1.5526315789473684,1.8421052631578947,23,40.673124,-73.920095,BROOKLYN,11233,06,08,0.844,4,1,84,13,1,90,36,97,100,100,98,95,100,"06,07,08",3,No
Ronald Edmonds Learning Center II,8,1.6363636363636365,2.2,23,40.673124,-73.920095,BROOKLYN,11233,06,08,0.844,4,1,84,13,1,90,36,97,100,100,98,95,100,"06,07,08",3,No
"School for Human Rights, The",6,1.7142857142857142,1.8461538461538463,17,40.658671,-73.943839,BROOKLYN,11203,06,12,0.687,4,1,87,10,0,94,18,97,99,86,95,80,94,"06,07,08,09,10,11,12",7,No
"School for Human Rights, The",7,1.829268292682927,2.024390243902439,17,40.658671,-73.943839,BROOKLYN,11203,06,12,0.687,4,1,87,10,0,94,18,97,99,86,95,80,94,"06,07,08,09,10,11,12",7,No
"School for Human Rights, The",8,1.5789473684210527,2.1842105263157894,17,40.658671,-73.943839,BROOKLYN,11203,06,12,0.687,4,1,87,10,0,94,18,97,99,86,95,80,94,"06,07,08,09,10,11,12",7,No
"Science, Technology and Research Early College Hig",6,2.169230769230769,2.646153846153846,17,40.649602,-73.957173,BROOKLYN,11226,06,12,0.536,0,3,86,8,1,97,6,97,96,89,91,90,94,"06,07,08,09,10,11,12",7,No
"Science, Technology and Research Early College Hig",7,2.586206896551724,2.310344827586207,17,40.649602,-73.957173,BROOKLYN,11226,06,12,0.536,0,3,86,8,1,97,6,97,96,89,91,90,94,"06,07,08,09,10,11,12",7,No
"Science, Technology and Research Early College Hig",8,2.5172413793103448,2.5172413793103448,17,40.649602,-73.957173,BROOKLYN,11226,06,12,0.536,0,3,86,8,1,97,6,97,96,89,91,90,94,"06,07,08,09,10,11,12",7,No
Medgar Evers College Preparatory School,6,3.234042553191489,3.297872340425532,17,40.66679,-73.951823,BROOKLYN,11225,06,12,0.464,1,3,88,5,1,97,4,87,89,79,80,81,85,"06,07,08,09,10,11,12",7,No
Brooklyn Arts and Science Elementary School,3,2.0,1.7073170731707317,17,40.6771,-73.960093,BROOKLYN,11238,PK,05,0.7,7,6,49,29,14,91,35,90,92,91,86,92,97,"PK,0K,01,02,03,04,05",7,No
Brooklyn Arts and Science Elementary School,4,1.6666666666666667,2.1904761904761907,17,40.6771,-73.960093,BROOKLYN,11238,PK,05,0.7,7,6,49,29,14,91,35,90,92,91,86,92,97,"PK,0K,01,02,03,04,05",7,No
Brooklyn Arts and Science Elementary School,5,2.0,1.631578947368421,17,40.6771,-73.960093,BROOKLYN,11238,PK,05,0.7,7,6,49,29,14,91,35,90,92,91,86,92,97,"PK,0K,01,02,03,04,05",7,No
New Heights Middle School,6,1.5806451612903225,1.7301587301587302,17,40.662092,-73.936313,BROOKLYN,11203,06,08,0.744,5,1,82,11,0,93,18,85,82,81,87,86,90,"06,07,08",3,No
New Heights Middle School,7,1.68,1.6633663366336633,17,40.662092,-73.936313,BROOKLYN,11203,06,08,0.744,5,1,82,11,0,93,18,85,82,81,87,86,90,"06,07,08",3,No
New Heights Middle School,8,1.162162162162162,1.6179775280898876,17,40.662092,-73.936313,BROOKLYN,11203,06,08,0.744,5,1,82,11,0,93,18,85,82,81,87,86,90,"06,07,08",3,No
P.S. 770 New American Academy,3,2.0952380952380953,2.217391304347826,17,40.663388,-73.927979,BROOKLYN,11212,0K,05,0.654,2,1,65,8,16,93,22,83,91,84,92,92,98,"0K,01,02,03,04,05",6,No
P.S. 770 New American Academy,4,1.375,2.1025641025641026,17,40.663388,-73.927979,BROOKLYN,11212,0K,05,0.654,2,1,65,8,16,93,22,83,91,84,92,92,98,"0K,01,02,03,04,05",6,No
P.S. 770 New American Academy,5,1.95,2.0,17,40.663388,-73.927979,BROOKLYN,11212,0K,05,0.654,2,1,65,8,16,93,22,83,91,84,92,92,98,"0K,01,02,03,04,05",6,No
P.S. 66,3,2.2278481012658227,2.4125,18,40.648749,-73.907064,BROOKLYN,11236,PK,08,0.526,2,1,88,7,3,95,12,81,78,84,77,84,87,"PK,0K,01,02,03,04,05,06,07,08",10,No
